OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"404138",CA4700573,CA4700573,CALTRANS-DUNSMUIR GRADE INSP. FACILITY,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,1500 MOTT RD,I-5 PM 6.1,MT SHASTA,CA,"96067",NON-TRANSIENT NON-COMMUNITY,"200","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,NON-TRANSIENT NON-COMMUNITY,77307.111250504996860,1364.234616348139980,,,,,,,
"404139",CA4700594,CA4700594,DILLON CREEK CAMPGROUND-SRNF,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,,HWY 96,SOMES BAR,CA,"95568",TRANSIENT NON-COMMUNITY,"30","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1984/10/30,F,TRANSIENT NON-COMMUNITY,378473.184513779997360,2607.978575340120187,,,,,,,
"404140",CA4700554,CA4700554,CALTRANS-COLLIER REST STOP,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,POB 494040,KLAMATH RIVER & I-5 PM 58.0,HORNBROOK,CA,"96044",TRANSIENT NON-COMMUNITY,"1400","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,TRANSIENT NON-COMMUNITY,289061.005412710015662,2669.359742057699805,,,,,,,
"404141",CA4700563,CA4700563,LOGE CAMP MT. SHASTA,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,1612 S. MT SHASTA BLVD,1612 S. MT SHASTA BLVD,MT SHASTA,CA,"96067",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,TRANSIENT NON-COMMUNITY,10315.693729455000721,443.658361947795015,,,,,,,
"404142",CA4700557,CA4700557,CALTRANS-WEED REST STOP,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,POB 496073,I-5 PM 25.4,EDGEWOOD,CA,"96094",TRANSIENT NON-COMMUNITY,"1000","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,TRANSIENT NON-COMMUNITY,148745.128008569998201,1495.288433536840103,,,,,,,
"404143",CA4700558,CA4700558,CALTRANS-GRASS LAKE REST STOP,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,POB 494040,W/S HWY 97 PM 21.8,WEED,CA,"96094",TRANSIENT NON-COMMUNITY,"600","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,TRANSIENT NON-COMMUNITY,26604.952557569999044,641.021716986625961,,,,,,,
"404144",CA4700603,CA4700603,KANGAROO LAKE CAMPGROUND,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,1312 FAIRLANE RD,"Forest Road 41N08, 7 Miles S/W of Gazell",CALLAHAN,CA,"96014",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,F,TRANSIENT NON-COMMUNITY,202705.164323464996414,1828.058712805260029,,,,,,,
"404145",CA4700722,CA4700722,ASH CREEK FIRE STATION-STNF,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,,10 MI. E OF MCCLOUD ON HWY 89,MCCLOUD,CA,"96057",TRANSIENT NON-COMMUNITY,"240","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,TRANSIENT NON-COMMUNITY,1182946.864626120077446,4603.614765258769694,,,,,,,
"404146",CA4710003,CA4710003,"FORT JONES, TOWN OF",Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,P.O. BOX 40,11960 EAST ST.,FORT JONES,CA,"96025",COMMUNITY,"675","366",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,2800578.402792399749160,13726.191807228000471,,,,,,,
"404147",CA4710002,CA4710002,"DUNSMUIR, CITY OF",Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,5915 DUNSMUIR AVENUE,5915 DUNSMUIR AVENUE,DUNSMUIR,CA,"96025",COMMUNITY,"1923","1187",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,6720154.555220589973032,19066.850971099600429,,,,,,,
"404148",CA1000426,CA1000426,RIVERBEND MOBILE HOME & RV PARK,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,17604 E KINGS CANYON RD,,SANGER,CA,"93657",COMMUNITY,"400","46",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1988/03/10,P,COMMUNITY,141988.779669674986508,1592.177479157940070,,43.210000,43.210000,43.210000,80.000000,80.000000,80.000000
"404149",CA4700597,CA4700597,JUANITA LAKE CAMPGROUND,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,1312 FAIRLANE RD,6 MI W/O MACDOEL,MACDOEL,CA,"96058",TRANSIENT NON-COMMUNITY,"30","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,F,TRANSIENT NON-COMMUNITY,428868.228585605043918,3043.234350805950271,,,,,,,
"404150",CA4700807,CA4700807,JH RANCH,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,8525 Homestead Lane,,ETNA,CA,"96027",TRANSIENT NON-COMMUNITY,"400","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/11/30,P,TRANSIENT NON-COMMUNITY,619896.856918129953556,3652.826900793129880,,,,,,,
"404151",CA4700601,CA4700601,INDIAN SCOTTY CAMPGROUND,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,1312 FAIRLANE RD (County Admin Office),18 MI W/O FT JONES MILE POST 14.2,FORT JONES,CA,"96032",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1980/06/27,F,TRANSIENT NON-COMMUNITY,270734.003559259988833,2799.742601182620092,,,,,,,
"404152",CA4700828,CA4700828,CAMP CREEK CAMPGROUND-PP&L,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,425 SO. MT. SHASTA BLVD,19305 DAGGETT RD,MT SHASTA,CA,"96067",TRANSIENT NON-COMMUNITY,"150","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1984/01/21,P,TRANSIENT NON-COMMUNITY,48599.386138590001792,1077.106825001060088,,,,,,,
"404153",CA3410020,CA3410020,CITY OF SACRAMENTO MAIN,Water Service Area,DISTRICT 09 - SACRAMENTO,SACRAMENTO,1395 35TH AVENUE,,SACRAMENTO,CA,"95822",COMMUNITY,"508172","142218",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2017/10/19,S,COMMUNITY,417060496.181107997894287,188474.682236969005316,,39.970000,68.640000,48.668919,76.000000,99.000000,86.270270
"404154",CA3100040,CA3100040,SHADY GLEN COMM WATER SYSTEM,Water Service Area,LPA61 - PLACER COUNTY,PLACER,450 GLADYCON RD.,,COLFAX,CA,"95714",COMMUNITY,"200","121",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/26,P,COMMUNITY,58102.831690810002328,961.587902957827964,,,,,,,
"404155",CA3610085,CA3610085,SAN ANTONIO WATER COMPANY,Water Service Area,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,139 NORTH EUCLID AVENUE,,UPLAND,CA,"91786",COMMUNITY,"3371","1210",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,6523015.140374840237200,14158.740083157097615,,,,,,,
"404156",CA4700663,CA4700663,"WEED GOLF CLUB, INC.",Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,27730 OLD EDGEWOOD RD,,WEED,CA,"96094",TRANSIENT NON-COMMUNITY,"110","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/11/30,P,TRANSIENT NON-COMMUNITY,523472.326561309979297,4689.954203237880392,,,,,,,
"404157",CA4700839,CA4700839,R-RANCH KLAMATH RIVER,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,,,,,,TRANSIENT NON-COMMUNITY,"300","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1983/06/30,P,TRANSIENT NON-COMMUNITY,399610.014824939949904,4395.406385955450787,,,,,,,
"404158",CA4700863,CA4700863,MT. SHASTA SKI PARK,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,P.O. Box 1180,,MT. SHASTA,CA,"96067",TRANSIENT NON-COMMUNITY,"3500","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/04/04,P,TRANSIENT NON-COMMUNITY,5049343.790036220103502,8876.830285879050280,,,,,,,
"404159",CA4700666,CA4700666,STEWART MINERAL SPRINGS,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,2222 STEWART SPRINGS ROAD,,WEED,CA,"96094",TRANSIENT NON-COMMUNITY,"150","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/11/30,P,TRANSIENT NON-COMMUNITY,74119.753368635021616,1367.201745825400167,,,,,,,
"404160",CA5602140,CA5602140,SATICOY COUNTRY CLUB-CITY OF VENTURA,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,336 Sanjon Road,,VENTURA,CA,"93002",COMMUNITY,"177","74",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2004/03/08,P,COMMUNITY,1802118.531732239993289,6937.770064844750777,,,,,,,
"404161",CA2500529,CA2500529,MDF-CANBY WORK CENTER,Water Service Area,DISTRICT 01 - KLAMATH,MODOC,225 W 8th Street,,ALTURAS,CA,"96101",TRANSIENT NON-COMMUNITY,"40","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,TRANSIENT NON-COMMUNITY,25616.882059140003548,642.764900186704040,,,,,,,
"404162",CA5700554,CA5700554,CAMPERS INN - RV & GOLF COURSE,Water Service Area,LPA87 - YOLO COUNTY,YOLO,2501 RD 88,,DUNNIGAN,CA,"95937",COMMUNITY,"120","68",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,64610.376122089997807,1057.452335143050050,,,,,,,
"404163",CA1900146,CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,Water Service Area,LPA49 - LA COUNTY,LOS ANGELES,3105 W AVENUE K8,,PALMDALE,CA,"93590",COMMUNITY,"326","147",Pending,2020/10/20,J. Miller,Water System representative,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,2848120.757804510183632,7887.275324480739982,,,,,,,
"404164",CA2500535,CA2500535,MDF-CEDAR CREEK,Water Service Area,DISTRICT 01 - KLAMATH,MODOC,225 W 8th Street,,ALTURAS,CA,"96101",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1983/01/27,F,TRANSIENT NON-COMMUNITY,27326.437120545000653,787.756858770013991,,,,,,,
"404166",CA2500547,CA2500547,MDF-ADIN RANGER STATION,Water Service Area,DISTRICT 01 - KLAMATH,MODOC,225 W 8th Street,,ALTURAS,CA,"96101",NON-TRANSIENT NON-COMMUNITY,"50","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,NON-TRANSIENT NON-COMMUNITY,20239.331067639999674,598.152426597539034,,,,,,,
"404167",CA1010023,CA1010023,CITY OF ORANGE COVE,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,633 SIXTH STREET,,ORANGE COVE,CA,"93646",COMMUNITY,"9780","1694",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,7206635.743293019942939,17080.484671028800221,,44.930000,51.430000,47.616667,83.000000,90.000000,86.000000
"404168",CA3510300,CA3510300,CSP-FREMONT PEAK,Water Service Area,DISTRICT 05 - MONTEREY,SAN BENITO,San Juan Canyon Rd. & Fremont Peak Dr.,,SAN JUAN BAUTISTA,CA,"95045",TRANSIENT NON-COMMUNITY,"250","22",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,TRANSIENT NON-COMMUNITY,2828887.713109090458602,7922.761942614420150,,,,,,,
"404169",CA4110027,CA4110027,WESTBOROUGH COUNTY WATER DIST,Water Service Area,DISTRICT 17 - SANTA CLARA,SAN MATEO,2263 WESTBOROUGH BLVD,,SOUTH SAN FRANCISCO,CA,"94080",COMMUNITY,"14050","3885",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,4292279.705763519741595,10271.088802762998967,,,,,,,
"404170",CA5602301,CA5602301,SANTA MONICA MT. REC AREA - CIRCLE X,Water Service Area,DISTRICT 15 - METROPOLITAN,VENTURA,401 W. HILLCREST DRIVE,,THOUSAND OAKS,CA,"91360",TRANSIENT NON-COMMUNITY,"29","6",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,F,TRANSIENT NON-COMMUNITY,167234.819515129987849,1636.615618219479984,,,,,,,
"404171",CA2701241,CA2701241,ENCINAL RD WS #01,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93908",COMMUNITY,"41","18",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,231361.306307585007744,3646.716618001580173,,,,,,,
"404172",CA3610034,CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,Water Service Area,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,1425 S Bon View Ave,,ONTARIO,CA,"91761",COMMUNITY,"181107","36514",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,184330680.409144997596741,66087.292483595301746,,39.510000,90.680000,51.318864,75.000000,100.000000,87.977273
"404173",CA1700676,CA1700676,U-WANNA CAMP,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,2699 SCOTTS CREEK ROAD,2699 SCOTTS CREEK ROAD,LAKEPORT,CA,"95453",TRANSIENT NON-COMMUNITY,"50","30",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/10/20,P,TRANSIENT NON-COMMUNITY,31268.617999484999018,902.921011372192083,,,,,,,
"404174",CA3301541,CA3301541,RECHE CANYON MUTUAL WATER CO.,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,2651 Reche Canyon RD,,COLTON,CA,"92324",COMMUNITY,"150","49",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,COMMUNITY,581590.010855159955099,3597.876414722320078,,,,,,,
"404175",CA0800615,CA0800615,KLAMATH CAMPER CORRAL,Water Service Area,DISTRICT 01 - KLAMATH,DEL NORTE,P.O. BOX 1000,18151 HWY 101,KLAMATH,CA,"95548",TRANSIENT NON-COMMUNITY,"200","14",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,135985.757206154987216,1958.276735645690223,,,,,,,
"404176",CA1700698,CA1700698,LARSEN'S OFFICE COMPLEX,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,7990A HIGHWAY 29,,KELSEYVILLE,CA,"95451",TRANSIENT NON-COMMUNITY,"112","4",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,24363.158240775002923,687.855033996218026,,,,,,,
"404177",CA1700677,CA1700677,LAKESIDE COUNTY PARK,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,1985 PARK DRIVE,,LAKEPORT,CA,"95453",TRANSIENT NON-COMMUNITY,"1000","15",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1987/09/22,L,TRANSIENT NON-COMMUNITY,30447.314756834999571,736.446876094365052,,,,,,,
"404178",CA1700725,CA1700725,THREE BROTHERS TRAVEL PLAZA,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,775 WEST HIGHWAY 20,,UPPER LAKE,CA,"95485",TRANSIENT NON-COMMUNITY,"25","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2013/02/01,P,TRANSIENT NON-COMMUNITY,30591.391150039999047,693.597861058089052,,,,,,,
"404179",CA1700715,CA1700715,"JACK IN THE BOX - LAKEPORT, CA",Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,41 SODA BAY ROAD,,LAKEPORT,CA,"95453",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,8082.451903359999960,378.388979971353024,,,,,,,
"404180",CA4901338,CA4901338,WILSON WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,1960 Dry Creek Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"30","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,7739.591229020000355,403.633327652462015,,,,,,,
"404181",CA0900317,CA0900317,LAKE CHIQUITA MUTUAL WATER COMPANY,Water Service Area,LPA39 - EL DORADO COUNTY,EL DORADO,WENTWORTH SPRINGS RD,,GEORGETOWN,CA,"95634",TRANSIENT NON-COMMUNITY,"63","17",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/29,P,TRANSIENT NON-COMMUNITY,277901.260539970011450,2214.509104421190386,,,,,,,
"404182",CA1710002,CA1710002,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,13455 SONOMA AVE,,CLEAR LAKE,CA,"95424",COMMUNITY,"4104","2104",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,8857016.946021910756826,37982.631013831698510,,,,,,,
"404183",CA1400012,CA1400012,COSO JUNCTION RANCH STORE,Water Service Area,LPA44 - INYO COUNTY,INYO,,,COSO JUNCTION,CA,"93542",TRANSIENT NON-COMMUNITY,"500","19",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,TRANSIENT NON-COMMUNITY,264163.276919515046757,3041.377847935299997,,,,,,,
"404184",CA3910702,CA3910702,DEFENSE DISTRIB. DEPOT -  TRACY SITE,Water Service Area,DISTRICT 10 - STOCKTON,SAN JOAQUIN,"DDJC-FA ENV, BUILD 100, RM 2",P.O.BOX 960001,STOCKTON,CA,"95296",NON-TRANSIENT NON-COMMUNITY,"1300","87",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,NON-TRANSIENT NON-COMMUNITY,2798819.664200009778142,7345.019410796189732,,46.400000,46.400000,46.400000,85.000000,85.000000,85.000000
"404185",CA3600012,CA3600012,APPLE VALLEY VIEW MWC,Water Service Area,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,24288 SHOSHONE,,APPLE VALLEY,CA,"92307",COMMUNITY,"275","81",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,164012.486933159991167,1630.124946067109931,,,,,,,
"404186",CA1700674,CA1700674,WALNUT COVE MOBILE ESTATES,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,8870 SODA BAY ROAD,,KELSEYVILLE,CA,"95451",COMMUNITY,"200","60",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/02/18,P,COMMUNITY,45694.862434695001866,1018.990333742750067,,,,,,,
"404187",CA2700682,CA2700682,PARADISE RD WS #09,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93907",COMMUNITY,"206","17",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,102972.472652380005457,1420.147911165180176,,,,,,,
"404188",CA1000178,CA1000178,I-5 AND HWY 198 REST AREA,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,DORRIS & I-5,,COALINGA,CA,"93210",NON-TRANSIENT NON-COMMUNITY,"225","16",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,NON-TRANSIENT NON-COMMUNITY,395437.757226050016470,2797.250711667899850,,,,,,,
"404189",CA2300667,CA2300667,"WOODS, THE (MENDOCINO)",Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,43300 Little River Airport Road,,LITTLE RIVER,CA,"95456",COMMUNITY,"153","115",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,252931.750136919989018,2069.940998308530197,,,,,,,
"404190",CA1800511,CA1800511,LAKE FOREST MUTUAL W.C.,Water Service Area,DISTRICT 02 - LASSEN,LASSEN,CORNER EAGE LAKE RD. & ALTA DRIVE,"EAGLE LAKE ROAD, #283",SUSANVILLE,CA,"96130",COMMUNITY,"565","220",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,1285243.474270110018551,5420.099933888770465,,,,,,,
"404191",CA2100577,CA2100577,SHORELINE SCHOOL DIST: BUS GARAGE,Water Service Area,DISTRICT 18 - SONOMA,MARIN,26701 Highway 1,,TOMALES,CA,"94971",TRANSIENT NON-COMMUNITY,"26","5",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1998/09/09,L,TRANSIENT NON-COMMUNITY,39103.420266139997693,798.184337934520954,,,,,,,
"404192",CA2700589,CA2700589,GLENN AVE WS #01,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93907",COMMUNITY,"73","26",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,64777.303314855002100,1497.030602183840074,,,,,,,
"404193",CA1910062,CA1910062,"LA VERNE, CITY WD",Water Service Area,DISTRICT 15 - METROPOLITAN,LOS ANGELES,3660 D STREET,,LA VERNE,CA,"91750",COMMUNITY,"32206","8794",Pending,2020/10/20,R. Ciotti,Water System representative,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,42920206.038592003285885,41804.441007824701956,,41.610000,41.610000,41.610000,78.000000,78.000000,78.000000
"404194",CA2701701,CA2701701,BRADLEY-LOCKWOOD RD WS,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,LOCKWOOD,CA,"93932",COMMUNITY,"39","16",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,973091.448909335071221,3918.742652909169465,,,,,,,
"404195",CA3710012,CA3710012,RANCHO PAUMA MUTUAL WC,Water Service Area,DISTRICT 14 - SAN DIEGO,SAN DIEGO,33129 COLE GRADE RD.,,PAUMA VALLEY,CA,"92061",COMMUNITY,"899","380",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,3774415.339221439789981,9053.142988359169976,,,,,,,
"404196",CA1000430,CA1000430,DYCORA TRANSITIONAL LIVING,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,925 N CORNELIA,,FRESNO,CA,"93706",COMMUNITY,"125","1",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1988/03/10,P,COMMUNITY,24582.004489564998948,659.732244204520043,,40.780000,40.780000,40.780000,77.000000,77.000000,77.000000
"404197",CA4010006,CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,Water Service Area,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,425 South Ocean Avenue,,CAYUCOS,CA,"93430",COMMUNITY,"2541","770",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,989553.239436210133135,9518.645297936631323,,,,,,,
"404198",CA0400068,CA0400068,BERRY CREEK SCHOOL,Water Service Area,LPA34 - BUTTE COUNTY,BUTTE,286 Rockerfeller Rd.,,BERRY CREEK,CA,"95916",NON-TRANSIENT NON-COMMUNITY,"95","6",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,L,NON-TRANSIENT NON-COMMUNITY,73793.028666715006693,1070.116227287840275,,,,,,,
